,Shooter,value_added_total,shot_worth_total,PTS_total,Shot_taken,value_added_per_shot,shot_worth_per_shot,PTS_per_shot,SHOT_RESULT,probs,mean_pps,SHOT_DIST,SHOT_CLOCK,CLOSE_DEF_DIST,TOUCH_TIME,DRIBBLES
177,"Gordon, Eric",-11.1290711,681.6204653,709,690,-0.016129089,0.987855747,1.027536232,0.411594203,0.410546928,0.994268579,16.99376812,11.59722444,4.507246377,2.691304348,2.172463768
178,"Gortat, Marcin",-2.657016407,815.0075505,870,767,-0.003464167,1.06259133,1.134289439,0.56714472,0.530765322,0.994268579,7.282268579,12.4930001,3.326205997,1.645241199,0.494132986
179,"Granger, Danny",-19.41330607,159.1444119,151,157,-0.123651631,1.013658675,0.961783439,0.388535032,0.408351172,0.994268579,18.17579618,10.64264302,4.684713376,1.615286624,0.687898089
180,"Grant, Jerami",-99.28822582,363.6776455,293,346,-0.28696019,1.051091461,0.846820809,0.352601156,0.442124242,0.994268579,14.45520231,12.45212024,4.481213873,1.936127168,1.031791908
181,"Green, Danny",13.26468661,783.2514715,835,733,0.018096435,1.068555896,1.139154161,0.439290587,0.418452363,0.994268579,18.79004093,12.84311161,5.139154161,1.470395634,0.761255116
182,"Green, Draymond",-89.48721625,820.7596314,783,755,-0.118526114,1.08709885,1.037086093,0.445033113,0.463759895,0.994268579,14.56543046,13.78494851,4.929801325,1.270728477,0.501986755
183,"Green, Erick",-19.16338654,147.0440948,136,162,-0.11829251,0.907679597,0.839506173,0.37654321,0.402468394,0.994268579,17.48518519,12.7523757,4.537037037,3.200617284,2.839506173
184,"Green, Gerald",-48.53197224,763.1321907,762,759,-0.063941992,1.005444257,1.003952569,0.415019763,0.411876936,0.994268579,18.35125165,13.8419891,4.302898551,2.688932806,1.836627141
185,"Green, Jeff",-105.1740217,964.2135589,924,963,-0.109214976,1.001260186,0.959501558,0.429906542,0.444845028,0.994268579,14.02720665,12.25908703,4.01007269,2.412772586,1.457943925
186,"Green, Willie",-42.19871654,299.481337,278,306,-0.137904302,0.97869718,0.908496732,0.385620915,0.414622464,0.994268579,16.52614379,12.2256165,5.076143791,2.48627451,2.22875817
187,"Griffin, Blake",-12.91822027,1090.549419,1154,1139,-0.011341721,0.957462177,1.013169447,0.502194908,0.47511299,0.994268579,11.91957858,11.86288945,4.668656716,2.430114135,1.165057068
188,"Gutierrez, Jorge",1.655392324,40.02123558,44,41,0.040375423,0.976127697,1.073170732,0.536585366,0.475106709,0.994268579,11.37317073,13.12676774,3.570731707,2.643902439,1.902439024
189,"Hairston, PJ",-65.51173098,270.9241271,221,267,-0.245362288,1.014697105,0.827715356,0.322097378,0.397097708,0.994268579,19.62209738,12.60445659,4.83670412,1.420224719,0.719101124
190,"Hamilton, Jordan",1.925375801,35.03482067,38,35,0.055010737,1.000994876,1.085714286,0.4,0.390016523,0.994268579,19.06285714,12.34857143,5.094285714,2.162857143,1.028571429
191,"Hamilton, Justin",-23.15951398,189.5628101,180,178,-0.130109629,1.064959607,1.011235955,0.47752809,0.499465877,0.994268579,10.38370787,12.8845293,3.956179775,1.200561798,0.331460674
192,"Hansbrough, Tyler",-17.59485195,174.5855383,169,161,-0.109284795,1.084382225,1.049689441,0.52173913,0.533296063,0.994268579,4.898757764,13.28256169,2.737888199,1.180745342,0.273291925
193,"Hardaway Jr., Tim",-66.87034449,694.1934169,669,706,-0.094717202,0.983276794,0.947592068,0.389518414,0.404589137,0.994268579,18.21175637,11.95070579,4.251983003,2.00509915,1.382436261
194,"Harden, James",-30.83777995,1427.294065,1478,1442,-0.021385423,0.989801709,1.024965326,0.441054092,0.429551114,0.994268579,14.77177531,12.71304557,3.758321775,5.764424411,5.027739251
195,"Harkless, Maurice",-56.78737368,182.7310418,136,156,-0.364021626,1.171352832,0.871794872,0.403846154,0.516658402,0.994268579,11.36282051,13.27427812,4.822435897,1.693589744,1.102564103
196,"Harris, Devin",-27.82112928,535.8261651,533,524,-0.053093758,1.022569017,1.017175573,0.417938931,0.419750659,0.994268579,16.77538168,13.13112285,4.847900763,3.360305344,3.188931298
197,"Harris, Gary",-83.77602889,225.4307166,153,217,-0.386064649,1.038851229,0.705069124,0.304147465,0.431308676,0.994268579,16.98709677,13.68707352,4.612442396,2.202304147,1.479262673
198,"Harris, Joe",-8.933547127,129.648792,127,120,-0.074446226,1.0804066,1.058333333,0.4,0.406241882,0.994268579,19.36916667,12.08745795,5.381666667,1.385,0.633333333
199,"Harris, Tobias",-30.47224549,930.8299224,965,940,-0.032417282,0.990244598,1.026595745,0.467021277,0.446967831,0.994268579,12.56734043,12.05415785,4.002340426,2.248297872,1.389361702
200,"Haslem, Udonis",-50.39899228,237.3236606,204,229,-0.220082936,1.036347863,0.890829694,0.441048035,0.510014242,0.994268579,9.434061135,10.98055116,3.871179039,1.161572052,0.266375546
201,"Hawes, Spencer",-74.59740162,424.6606171,381,413,-0.180623248,1.02823394,0.92251816,0.394673123,0.434059385,0.994268579,16.01549637,11.5907746,5.397578692,1.541404358,0.513317191
202,"Hayes, Charles",-7.836274187,44.28598325,40,42,-0.186577957,1.054428173,0.952380952,0.476190476,0.527214086,0.994268579,4.854761905,10.85,3.183333333,0.961904762,0.261904762
203,"Hayward, Gordon",-36.15102079,1047.598616,1078,1081,-0.033442202,0.969101402,0.997224792,0.443108233,0.429862481,0.994268579,14.88603145,12.06035569,4.529972248,3.565494912,3.008325624
204,"Haywood, Brendan",-1.511029996,25.61484999,26,29,-0.052104483,0.883270689,0.896551724,0.448275862,0.441635345,0.994268579,7.113793103,10.89655172,2.862068966,2.196551724,0.827586207
205,"Henderson, Gerald",-47.44406577,784.0361651,785,847,-0.056014245,0.925662533,0.926800472,0.436835891,0.432293406,0.994268579,14.6527745,11.64112288,4.081345927,2.687131051,1.953955136
206,"Henry, Xavier",-7.083108748,12.09075399,6,13,-0.544854519,0.930057999,0.461538462,0.230769231,0.465029,0.994268579,12.09230769,11.79605682,4.538461538,2.361538462,1.692307692
207,"Henson, John",-17.23528001,379.9290384,386,336,-0.051295476,1.130741186,1.148809524,0.574404762,0.565370593,0.994268579,4.726488095,12.56748444,2.694345238,1.463392857,0.494047619
208,"Hibbert, Roy",-42.70468537,625.4047734,632,707,-0.060402667,0.884589496,0.893917963,0.446958982,0.441808531,0.994268579,9.560820368,10.94761624,3.150636492,2.31145686,0.82602546
209,"Hickson, JJ",-84.56309454,488.6256685,436,454,-0.186262323,1.076267992,0.960352423,0.480176211,0.537557541,0.994268579,6.258810573,13.54553359,3.005726872,1.474889868,0.519823789
210,"Hill, George",27.59411774,522.628913,579,534,0.051674378,0.97870583,1.084269663,0.47752809,0.425104009,0.994268579,15.19700375,11.76442099,4.351872659,4.865730337,4.784644195
211,"Hill, Jordan",-57.79565553,712.1155636,715,773,-0.074767989,0.921236175,0.924967658,0.460543338,0.457873181,0.994268579,12.15666235,11.80283287,4.430012937,2.087580854,0.539456662
212,"Hill, Solomon",-120.8742172,635.6835032,555,616,-0.196224379,1.031953739,0.900974026,0.396103896,0.454549008,0.994268579,12.97207792,11.8337089,4.062662338,2.531006494,1.698051948
213,"Hinrich, Kirk",-45.2461543,365.4413569,340,378,-0.119698821,0.966776077,0.899470899,0.373015873,0.399764751,0.994268579,18.33095238,11.77893155,4.974867725,3.082010582,2.814814815
214,"Holiday, Jrue",7.129114468,494.2335855,527,532,0.013400591,0.929010499,0.990601504,0.447368421,0.417362211,0.994268579,13.29642857,11.76640232,3.937781955,5.119548872,5.127819549
215,"Holiday, Justin",-38.4826737,244.9369588,217,234,-0.164455871,1.04673914,0.927350427,0.388888889,0.435379495,0.994268579,17.13333333,13.72880842,5.324358974,1.516239316,0.623931624
216,"Hollins, Ryan",9.985779974,91.14035133,106,82,0.121777805,1.111467699,1.292682927,0.646341463,0.55573385,0.994268579,6.404878049,12.69806306,3.513414634,1.323170732,0.37804878
217,"Hood, Rodney",-1.062430767,353.4302402,372,374,-0.002840724,0.945000642,0.994652406,0.414438503,0.391388031,0.994268579,17.04037433,9.965193425,4.682887701,2.710160428,2.050802139
218,"Horford, Al",20.20413462,949.8049778,1043,957,0.021111948,0.99248169,1.089864159,0.539184953,0.488802004,0.994268579,11.80376176,11.92694691,4.836050157,1.817345873,0.568443051
219,"Howard, Dwight",12.24151406,438.8337749,481,405,0.030225961,1.083540185,1.187654321,0.592592593,0.541330766,0.994268579,4.166419753,11.90739495,2.397777778,2.404197531,0.940740741
220,"Hudson, Lester",0.852929941,13.85089796,15,14,0.060923567,0.989349854,1.071428571,0.428571429,0.411212538,0.994268579,15.69285714,10.3749099,4.235714286,3.007142857,2.285714286
221,"Hummel, Robbie",-16.11146207,168.2656794,162,166,-0.097057,1.013648671,0.975903614,0.445783133,0.449849116,0.994268579,17.00421687,12.65932975,5.625903614,1.078915663,0.397590361
222,"Humphries, Kris",-52.19400622,440.7860795,420,445,-0.117289902,0.990530516,0.943820225,0.471910112,0.49231192,0.994268579,11.87820225,12.30198279,4.666516854,1.35011236,0.337078652
223,"Ibaka, Serge",-6.163684437,776.8573709,823,779,-0.007912304,0.997249513,1.05648267,0.478818999,0.449331236,0.994268579,15.42323492,13.08958262,4.94801027,1.381643132,0.264441592
224,"Iguodala, Andre",-33.25421803,531.8867263,527,488,-0.068143889,1.089931816,1.079918033,0.465163934,0.465269181,0.994268579,15.13688525,12.67197958,4.916598361,2.369672131,1.448770492
225,"Ilyasova, Ersan",-41.92335499,591.9167477,592,543,-0.077206915,1.090086091,1.090239411,0.476979742,0.480962976,0.994268579,14.88471455,13.58143364,4.960773481,1.152117864,0.377532228
226,"Ingles, Joe",-9.780344853,358.2287586,368,353,-0.027706359,1.014812347,1.042492918,0.419263456,0.40097682,0.994268579,19.04390935,10.10136641,5.684419263,2.13796034,1.198300283
227,"Irving, Kyrie",59.95282859,1168.02919,1292,1215,0.049343892,0.961340897,1.063374486,0.467489712,0.426291749,0.994268579,14.08320988,12.88498943,3.642962963,5.40436214,5.332510288
228,"Jack, Jarrett",4.282044949,707.7434958,755,809,0.00529301,0.874837448,0.933250927,0.442521632,0.40786909,0.994268579,14.55772559,11.98458512,3.915945612,5.480964153,5.491965389
229,"Jackson, Reggie",-59.37647808,934.8399712,931,992,-0.059855321,0.942379003,0.938508065,0.433467742,0.428494432,0.994268579,13.78528226,12.25307923,3.853528226,5.780241935,5.806451613
230,"James, Bernard",-10.63379873,32.15815786,24,27,-0.393844397,1.191042884,0.888888889,0.444444444,0.595521442,0.994268579,2.903703704,14.77587921,2.051851852,1.140740741,0.148148148
231,"James, LeBron",1.404185767,1264.079491,1345,1261,0.001113549,1.002442103,1.066613799,0.486915147,0.456369004,0.994268579,14.08628073,11.70590965,4.185011895,5.697858842,4.699444885
232,"Jefferson, Al",2.709908783,886.6359842,968,1007,0.002691071,0.880472675,0.961271102,0.479642502,0.439426937,0.994268579,9.412413108,10.56438793,3.089275074,2.548857994,0.657398213
233,"Jefferson, Cory",-26.46121264,157.4909561,144,155,-0.170717501,1.016070685,0.929032258,0.458064516,0.491265322,0.994268579,10.47677419,13.96896716,3.386451613,1.376129032,0.503225806
234,"Jefferson, Richard",-10.116287,344.9299198,354,323,-0.031319774,1.067894489,1.095975232,0.445820433,0.443984847,0.994268579,15.69535604,12.37781301,4.445201238,1.855417957,0.93498452
235,"Jenkins, John",15.03048107,100.5786811,119,99,0.151823041,1.015946274,1.202020202,0.494949495,0.410843754,0.994268579,19.61212121,12.70347165,5.629292929,1.576767677,0.696969697
236,"Jennings, Brandon",-56.07535354,537.671489,509,537,-0.104423377,1.001250445,0.947858473,0.404096834,0.43390117,0.994268579,15.56592179,13.23168235,4.177094972,5.367225326,5.797020484
237,"Jerebko, Jonas",-37.77622822,401.4908387,390,376,-0.100468692,1.067794784,1.037234043,0.446808511,0.464937926,0.994268579,14.70797872,12.05303503,4.946276596,1.329787234,0.484042553
238,"Jerrett, Grant",-13.41907714,27.21006375,15,26,-0.516118351,1.046540914,0.576923077,0.269230769,0.410772129,0.994268579,18.60769231,12.05769231,7.519230769,1.357692308,0.269230769
239,"Johnson, Amir",31.38875984,539.9565345,607,514,0.061067626,1.050499094,1.180933852,0.571984436,0.507932122,0.994268579,7.063424125,12.67371087,3.095330739,1.378210117,0.509727626
240,"Johnson, Chris",-27.98760985,171.0792534,152,154,-0.181737726,1.110904243,0.987012987,0.402597403,0.437686015,0.994268579,17.36428571,12.83081958,4.670779221,1.312987013,0.577922078
241,"Johnson, James",38.6562832,421.0190103,487,400,0.096640708,1.052547526,1.2175,0.595,0.50176938,0.994268579,8.108,12.23947477,3.4625,2.69125,1.965
242,"Johnson, Joe",19.60815512,923.8047479,1009,1009,0.019433256,0.915564666,1,0.440039643,0.396068155,0.994268579,15.61050545,10.75932571,4.22210109,3.824578791,3.266600595
243,"Johnson, Nick",-22.52479382,75.59891022,57,75,-0.300330584,1.00798547,0.76,0.346666667,0.457735859,0.994268579,11.54266667,14.24259939,3.248,2.585333333,2.093333333
244,"Johnson, Tyler",-15.01452896,161.1898223,155,162,-0.092682278,0.994998903,0.956790123,0.425925926,0.446522863,0.994268579,14.02469136,12.43355633,4.155555556,2.631481481,2.314814815
245,"Johnson, Wesley",-61.03170564,678.0433799,657,687,-0.088837999,0.986962707,0.956331878,0.413391557,0.42462007,0.994268579,17.88151383,12.58595393,4.628384279,1.733187773,0.854439592
246,"Jones, Dahntay",-10.23535533,21.04656579,12,21,-0.487397873,1.002217419,0.571428571,0.285714286,0.464687717,0.994268579,12.96666667,10.94517803,3.819047619,2.038095238,1.238095238
247,"Jones, James",-22.75487868,218.0490814,211,201,-0.113208352,1.0848213,1.049751244,0.368159204,0.379691504,0.994268579,23.24029851,11.94822105,5.692039801,1.141293532,0.28358209
248,"Jones, Perry",-26.14676005,179.1280163,163,184,-0.142101957,0.973521828,0.885869565,0.402173913,0.424174824,0.994268579,13.64293478,12.41517626,4.113586957,2.001086957,1.14673913
249,"Jones, Terrence",-3.589375617,311.0198516,327,297,-0.01208544,1.047204888,1.101010101,0.528619529,0.501093891,0.994268579,7.714141414,13.19171262,3.279124579,2.005387205,0.895622896
250,"Jordan, DeAndre",-0.129068738,706.269125,741,522,-0.000247258,1.353005987,1.41954023,0.708812261,0.67571933,0.994268579,3.437739464,17.15783991,2.900957854,0.756321839,0.16091954
251,"Jordan, Jerome",-15.08251396,100.2670256,92,84,-0.179553738,1.193655066,1.095238095,0.547619048,0.596827533,0.994268579,5.278571429,13.64630844,2.792857143,1.304761905,0.404761905
