,Defender,value_added_total,shot_worth_total,PTS_total,Shot_defenses,value_added_per_shot,shot_worth_per_shot,PTS_per_shot_allowed,SHOT_RESULT,probs,mean_pps,SHOT_DIST,SHOT_CLOCK,CLOSE_DEF_DIST,TOUCH_TIME,DRIBBLES
80,"Canaan, Isaiah",-8.432312811,238.1188637,245,246,-0.034277694,0.967962861,0.995934959,0.43495935,0.423433524,0.994268579,16.01260163,13.00035523,4.16097561,3.735365854,3.43495935
83,"Carter, Vince",-8.355230448,317.1637155,327,311,-0.026865693,1.019819021,1.051446945,0.434083601,0.425554841,0.994268579,17.05916399,12.09495524,4.766237942,2.249839228,1.47266881
420,"Stauskas, Nik",-8.281006536,450.3616596,466,445,-0.018609003,1.012048673,1.047191011,0.449438202,0.429058987,0.994268579,16.41685393,13.13467091,4.393033708,2.521573034,1.786516854
161,"Gallinari, Danilo",-8.249290268,485.594533,506,487,-0.016938994,0.997114031,1.039014374,0.474332649,0.447406605,0.994268579,14.17002053,11.9611288,4.359753593,2.627720739,1.821355236
310,"McRoberts, Josh",-8.100874659,98.58267706,96,94,-0.086179518,1.048751884,1.021276596,0.468085106,0.480380206,0.994268579,13.02446809,11.91590377,4.130851064,2.184042553,1.436170213
462,"Warren, TJ",-7.819998029,171.3421035,172,167,-0.046826336,1.02600062,1.02994012,0.437125749,0.434368492,0.994268579,15.95329341,11.97452824,4.749101796,2.576646707,1.892215569
42,"Belinelli, Marco",-7.741582865,338.4080597,354,341,-0.022702589,0.992399002,1.038123167,0.463343109,0.436266562,0.994268579,15.53636364,12.45898364,4.440175953,2.611730205,1.938416422
18,"Anthony, Carmelo",-7.677011993,366.9183615,382,348,-0.022060379,1.054363108,1.097701149,0.459770115,0.448068022,0.994268579,16.38764368,12.70022936,4.734482759,2.191091954,1.370689655
176,"Gordon, Ben",-7.597156053,174.6767472,178,175,-0.04341232,0.998152841,1.017142857,0.428571429,0.415317518,0.994268579,17.03542857,11.05309961,4.614857143,2.516571429,1.845714286
48,"Blair, DeJuan",-7.455082984,51.36269133,48,51,-0.146178098,1.007111595,0.941176471,0.431372549,0.4688253,0.994268579,12.15882353,13.10583289,4.345098039,1.941176471,1.254901961
152,"Felton, Raymond",-7.14654641,89.03897075,86,90,-0.079406071,0.989321897,0.955555556,0.411111111,0.423294408,0.994268579,15.60888889,12.04652652,4.514444444,2.792222222,2.266666667
62,"Brown, Jabari",-7.13790798,132.4909768,132,138,-0.051723971,0.960079542,0.956521739,0.413043478,0.407506171,0.994268579,16.52971014,12.56328697,4.089130435,2.461594203,1.68115942
79,"Caldwell-Pope, Kentavious",-6.928728757,737.2046589,767,728,-0.009517485,1.012643762,1.053571429,0.461538462,0.441163323,0.994268579,15.93571429,13.03403821,4.028021978,2.509203297,1.793956044
139,"Early, Cleanthony",-6.797176253,189.8671314,194,180,-0.03776209,1.054817397,1.077777778,0.461111111,0.456910438,0.994268579,14.85444444,12.01047147,4.398888889,2.043888889,1.2
271,"Lauvergne, Joffrey",-6.653211723,112.0075661,112,107,-0.062179549,1.046799684,1.046728972,0.476635514,0.491196191,0.994268579,9.765420561,12.60232466,3.98411215,2.154205607,1.242990654
312,"Mekel, Gal",-6.648018494,12.51773248,6,12,-0.554001541,1.043144374,0.5,0.25,0.428990947,0.994268579,16.34166667,13.08739489,4.975,3.291666667,2.666666667
81,"Capela, Clint",-6.614216775,38.44229736,34,44,-0.150323109,0.873688576,0.772727273,0.363636364,0.407637331,0.994268579,10.36818182,12.05664618,3.363636364,2.615909091,1.545454545
369,"Powell, Dwight",-6.592027632,88.54750123,88,89,-0.074067726,0.994915744,0.988764045,0.449438202,0.464511725,0.994268579,11.47865169,12.05609474,3.992134831,3.211235955,2.269662921
51,"Blue, Vander",-6.580746269,9.629635956,4,10,-0.658074627,0.962963596,0.4,0.2,0.418671232,0.994268579,11.75,11.07974773,3.38,1.42,1
132,"Dragic, Zoran",-6.527803723,15.63208186,11,17,-0.383988454,0.919534227,0.647058824,0.235294118,0.345799425,0.994268579,20.94117647,13.4499258,4.182352941,1.917647059,0.941176471
281,"Lin, Jeremy",-6.442785682,677.172659,706,687,-0.009378145,0.985695282,1.027656477,0.449781659,0.437066186,0.994268579,13.95487627,12.83899051,3.820669578,3.347161572,2.893740902
355,"Parker, Jabari",-6.379283722,266.7345978,279,243,-0.026252196,1.097673242,1.148148148,0.518518519,0.490305905,0.994268579,13.7345679,12.6383995,4.658436214,2.050617284,1.271604938
454,"Vonleh, Noah",-6.35552853,96.18679185,98,97,-0.065520913,0.991616411,1.010309278,0.432989691,0.428802334,0.994268579,14.54948454,11.3113142,4.208247423,1.948453608,1
347,"O'Bryant, Johnny",-5.965949273,130.0761086,132,124,-0.048112494,1.049000876,1.064516129,0.491935484,0.480411891,0.994268579,13.39919355,12.06000944,4.453225806,1.134677419,1.112903226
169,"George, Paul",-5.777153886,28.56753956,25,30,-0.192571796,0.952251319,0.833333333,0.333333333,0.393231996,0.994268579,18.03333333,13.16324924,4.04,2.08,1.266666667
418,"Speights, Marreese",-5.742950903,519.8198125,547,536,-0.010714461,0.969813083,1.020522388,0.494402985,0.473624183,0.994268579,9.124813433,12.94267211,3.617910448,2.986007463,2.125
468,"Westbrook, Russell",-5.413892249,521.9118716,541,511,-0.010594701,1.021353956,1.058708415,0.450097847,0.437033212,0.994268579,16.68003914,12.6412669,4.8481409,2.761643836,2.070450098
416,"Smith, Russ",-5.077720801,14.7560211,11,16,-0.31735755,0.922251319,0.6875,0.3125,0.406284489,0.994268579,16.9875,10.68125,4.1625,1.0375,0.375
126,"Dinwiddie, Spencer",-5.024950563,109.1548282,112,112,-0.04486563,0.97459668,1,0.4375,0.418443042,0.994268579,16.75178571,12.77049067,4.557142857,3.666071429,3.232142857
27,"Bairstow, Cameron",-4.952118404,20.41412673,17,20,-0.24760592,1.020706337,0.85,0.4,0.478179539,0.994268579,11.77,11.6,3.415,2.28,1.4
422,"Stiemsma, Greg",-4.83354141,20.38614277,17,20,-0.241677071,1.019307139,0.85,0.4,0.470486467,0.994268579,11.08,13.37743693,4.285,2.26,1.55
118,"Dawkins, Andre",-4.804699356,8.826266331,5,7,-0.686385622,1.26089519,0.714285714,0.285714286,0.475445131,0.994268579,17.68571429,14.87142857,5.571428571,1.128571429,0.142857143
208,"Henry, Xavier",-4.691640499,25.8885822,24,26,-0.180447712,0.9957147,0.923076923,0.423076923,0.408100226,0.994268579,17.12307692,13.09802841,5.011538462,1.342307692,0.538461538
29,"Barea, Jose Juan",-4.37701899,364.1302974,379,375,-0.011672051,0.971014126,1.010666667,0.437333333,0.418817001,0.994268579,16.53573333,12.67565933,4.2888,3.299466667,2.808
354,"Pargo, Jannero",-4.239312639,22.44692909,20,24,-0.176638027,0.935288712,0.833333333,0.333333333,0.384411427,0.994268579,19.65416667,12.5625,5.4125,2.983333333,2.791666667
421,"Stephenson, Lance",-4.126571928,394.335977,411,397,-0.010394388,0.993289615,1.035264484,0.455919395,0.431782629,0.994268579,15.79471033,12.58674087,4.498236776,2.416372796,1.528967254
66,"Bryant, Kobe",-4.043912821,326.4587907,344,307,-0.013172354,1.063383683,1.120521173,0.469055375,0.444885736,0.994268579,16.88664495,13.05153417,5.483713355,2.05276873,1.218241042
3,"Adrien, Jeff",-4.031776168,86.27926582,87,84,-0.047997335,1.027134117,1.035714286,0.511904762,0.50093612,0.994268579,9.270238095,13.86425568,3.876190476,2.960714286,2.214285714
301,"McAdoo, James Michael",-4.023118893,64.55924827,65,64,-0.062861233,1.008738254,1.015625,0.46875,0.452353494,0.994268579,12.8921875,12.81013654,4.1640625,3.2640625,2.734375
92,"Clark, Ian",-3.916353591,52.52271806,50,51,-0.076791247,1.029857217,0.980392157,0.392156863,0.424957517,0.994268579,16.68039216,12.75767001,4.27254902,2.135294118,1.549019608
327,"Morris, Darius",-3.643447499,83.75159902,86,83,-0.043896958,1.00905541,1.036144578,0.43373494,0.416705118,0.994268579,17.8939759,11.25712254,4.479518072,2.54939759,1.879518072
192,"Hamilton, Jordan",-3.621295638,41.63171424,41,38,-0.095297254,1.095571427,1.078947368,0.473684211,0.469476548,0.994268579,15.93947368,13.02759839,5.160526316,1.986842105,1.157894737
325,"Moore, E'Twaun",-2.966382062,135.1733815,142,152,-0.019515671,0.889298563,0.934210526,0.427631579,0.405603953,0.994268579,14.12565789,12.57557491,3.280263158,3.649342105,3.217105263
157,"Frazier, Tim",-2.700929496,60.4641544,61,62,-0.043563379,0.975228297,0.983870968,0.435483871,0.417112037,0.994268579,17.31451613,12.44032258,4.206451613,2.637096774,2.14516129
316,"Miller, Darius",-2.612099859,12.86669134,11,12,-0.217674988,1.072224278,0.916666667,0.416666667,0.470703811,0.994268579,14.10833333,14.81239489,5.533333333,2.458333333,2.583333333
480,"Williams, Shawne",-2.51131307,399.4515498,427,392,-0.006406411,1.019009056,1.089285714,0.494897959,0.470670589,0.994268579,11.80739796,12.04627206,3.911479592,2.121938776,1.227040816
377,"Randolph, Shavlik",-2.488619386,51.51991055,53,52,-0.047858065,0.990767511,1.019230769,0.5,0.468134366,0.994268579,11.09423077,13.43269231,4.221153846,3.196153846,2.326923077
451,"Varejao, Anderson",-2.272918457,332.760121,347,322,-0.007058753,1.033416525,1.077639752,0.51863354,0.492066975,0.994268579,10.51801242,12.62142074,4.441925466,2.299068323,1.447204969
437,"Thomas, Tyrus",-2.268277213,2.097727747,0,2,-1.134138607,1.048863874,0,0,0.349621291,0.994268579,26.6,5.3,5.7,1.1,0
351,"Onuaku, Arinze",-2.012626667,19.78644467,19,21,-0.095839365,0.942211651,0.904761905,0.428571429,0.440862046,0.994268579,13.04285714,10.15238095,4.40952381,4.49047619,3.523809524
229,"Irving, Kyrie",-1.940460327,829.9910543,875,825,-0.002352073,1.006049763,1.060606061,0.466666667,0.442165733,0.994268579,15.06218182,13.24450723,4.211151515,3.080727273,2.736969697
485,"Wroten, Tony",-1.922976493,199.1445264,206,190,-0.010120929,1.048129086,1.084210526,0.468421053,0.444584737,0.994268579,16.10105263,13.01232195,4.352631579,2.463684211,1.905263158
222,"Hudson, Lester",-1.887234544,18.04188911,18,19,-0.099328134,0.949573111,0.947368421,0.421052632,0.414867584,0.994268579,15.77368421,13.28421053,4.094736842,3.584210526,2.947368421
486,"Young, James",-1.821181289,89.02999727,93,85,-0.021425662,1.047411733,1.094117647,0.470588235,0.441345649,0.994268579,15.84823529,12.88289666,4.367058824,2.155294118,1.376470588
180,"Granger, Danny",-1.791152476,183.4141213,195,181,-0.00989587,1.013337687,1.077348066,0.464088398,0.441960175,0.994268579,15.98950276,12.39111841,4.707734807,2.209392265,1.408839779
237,"Jenkins, John",-1.782980508,81.58161389,87,80,-0.022287256,1.019770174,1.0875,0.4625,0.435317308,0.994268579,17.01875,12.91429617,4.67,2.24,1.4875
177,"Gordon, Drew",-1.666587707,22.63144214,22,22,-0.075753987,1.028701915,1,0.454545455,0.470414434,0.994268579,13.30909091,13.05454545,4.863636364,3.672727273,2.909090909
71,"Butler, Caron",-1.580851523,502.6849115,531,492,-0.003213113,1.0217173,1.079268293,0.461382114,0.439296705,0.994268579,15.60020325,13.02853896,4.325609756,2.270528455,1.420731707
128,"Dos Santos, Atila",-1.415939102,15.5389419,15,18,-0.078663283,0.86327455,0.833333333,0.388888889,0.358410197,0.994268579,18.33333333,10.02208207,3.944444444,5.111111111,4.666666667
424,"Stokes, Jarnell",-1.35321186,46.08502562,48,47,-0.028791742,0.98053246,1.021276596,0.510638298,0.478014414,0.994268579,9.538297872,12.01271228,3.814893617,2.170212766,1.063829787
334,"Murry, Toure",-1.326847572,7.835998864,7,8,-0.165855947,0.979499858,0.875,0.375,0.443257466,0.994268579,11.15,11.2625,3.25,3.4875,3.5
74,"Buycks, Dwight",-1.320294911,32.9681014,34,30,-0.04400983,1.098936713,1.133333333,0.533333333,0.493287714,0.994268579,13.04666667,14.42,4.596666667,2.54,2.3
467,"West, David",-1.150462183,611.2274596,649,621,-0.001852596,0.98426322,1.045088567,0.47826087,0.453845136,0.994268579,13.0747182,13.10631805,4.051207729,2.464251208,1.634460548
395,"Sacre, Robert",-1.102390704,456.9778592,483,457,-0.002412233,0.999951552,1.056892779,0.503282276,0.476282805,0.994268579,10.14310722,12.4418144,3.807439825,2.876367615,2.105032823
28,"Barbosa, Leandro",-1.011433104,246.7652002,262,247,-0.004094871,0.999049394,1.060728745,0.477732794,0.44344126,0.994268579,15.01012146,12.84184666,4.221862348,2.973684211,2.368421053
15,"Anderson, Kyle",-0.860765746,115.444261,122,108,-0.007970053,1.068928343,1.12962963,0.481481481,0.455289473,0.994268579,15.85,12.85819318,4.684259259,2.067592593,1.5
119,"Daye, Austin",-0.81467685,120.0132751,129,126,-0.006465689,0.95248631,1.023809524,0.444444444,0.413333122,0.994268579,15.87063492,12.40431503,3.86984127,2.503968254,1.896825397
287,"Lucas III, John",-0.786847782,63.64542237,67,64,-0.012294497,0.994459724,1.046875,0.4375,0.412716375,0.994268579,17.990625,12.24519425,4.3875,3.109375,2.75
199,"Harris, Gary",-0.599349287,253.4391422,270,251,-0.002387846,1.009717698,1.075697211,0.470119522,0.438993891,0.994268579,14.68645418,12.47263378,4.161354582,2.447808765,1.772908367
309,"McNeal, Jerel",-0.423785617,2.436053786,2,3,-0.141261872,0.812017929,0.666666667,0.333333333,0.406008964,0.994268579,11.8,13.4,3.3,2.333333333,1.666666667
240,"Jerrett, Grant",-0.359412965,17.56093201,18,16,-0.02246331,1.09755825,1.125,0.5625,0.501129044,0.994268579,13.6125,12.1875,4.84375,2.40625,1.5625
261,"Kirilenko, Andrei",-0.28612257,9.575803397,10,9,-0.031791397,1.063978155,1.111111111,0.444444444,0.432842434,0.994268579,15.75555556,10.28888889,3.922222222,2.122222222,1.555555556
381,"Richardson, Jason",0.079910749,131.1588526,140,126,0.000634212,1.040943274,1.111111111,0.5,0.458427298,0.994268579,14.71349206,12.78091234,4.538888889,2.231746032,1.325396825
45,"Bhullar, Sim",0.129722453,1.637859552,2,2,0.064861226,0.818929776,1,0.5,0.409464888,0.994268579,17.6,6.8,5.7,2.6,0
288,"Lucas, Kalin",0.182313866,3.609269693,4,3,0.060771289,1.203089898,1.333333333,0.666666667,0.525758175,0.994268579,13.33333333,12.6,9.066666667,6.933333333,6.666666667
156,"Franklin, Jamaal",0.362228475,5.302177312,6,5,0.072445695,1.060435462,1.2,0.6,0.504707364,0.994268579,8.18,12.88,2.4,4.04,3.6
371,"Price, A.J.",0.371411711,87.99619095,96,91,0.004081447,0.966991109,1.054945055,0.461538462,0.42473288,0.994268579,16.47472527,13.24443619,4.310989011,4.025274725,3.901098901
248,"Jones, Dahntay",0.576701599,38.62364097,42,38,0.015176358,1.016411605,1.105263158,0.473684211,0.423674717,0.994268579,17.42105263,12.92213607,5.155263158,2.215789474,1.289473684
49,"Blake, Steve",0.703557141,521.8608331,556,557,0.001263119,0.936913524,0.998204668,0.454219031,0.425375319,0.994268579,15.23734291,13.10025943,3.67432675,3.370197487,2.929982047
464,"Wear, David",0.767139003,3.727442121,5,4,0.191784751,0.93186053,1.25,0.5,0.372809229,0.994268579,18.25,8.825,4.775,1.8,1.25
108,"Cunningham, Jared",0.849279418,19.7339204,21,24,0.035386642,0.822246683,0.875,0.375,0.36681163,0.994268579,19.47083333,12.00822822,3.816666667,4.208333333,3.5
326,"Moreland, Eric",1.050922045,0.783024419,2,1,1.050922045,0.783024419,2,1,0.39151221,0.994268579,5.5,7.5,1,2.2,0
412,"Smith, Ish",1.133970661,275.3445921,291,289,0.003923774,0.952749454,1.006920415,0.46366782,0.431130323,0.994268579,14.57370242,12.91292777,3.946366782,3.858131488,3.567474048
109,"Curry, Seth",1.190296321,0.755701858,2,1,1.190296321,0.755701858,2,1,0.377850929,0.994268579,18.1,4.9,3.2,0.7,0
376,"Randle, Julius",1.321416688,2.374259157,4,2,0.660708344,1.187129578,2,1,0.593564789,0.994268579,5.4,13.65,4.25,1.35,0.5
436,"Thomas, Malcolm",1.389030945,79.52283799,85,76,0.018276723,1.046353131,1.118421053,0.539473684,0.49550089,0.994268579,9.527631579,12.84858463,3.9,2.444736842,1.565789474
129,"Douglas, Toney",1.441861179,56.00045211,61,54,0.026701133,1.037045409,1.12962963,0.444444444,0.436779172,0.994268579,15.87407407,13.09615615,4.25,2.477777778,1.648148148
76,"Caboclo, Bruno",1.563768821,7.135390483,9,6,0.260628137,1.189231747,1.5,0.666666667,0.527520881,0.994268579,9.7,13.64145644,5.05,3.983333333,4.166666667
386,"Robinson, Glenn",1.610094902,104.6932926,114,104,0.015481682,1.006666275,1.096153846,0.490384615,0.453067905,0.994268579,13.87692308,12.9773432,4.628846154,2.627884615,1.865384615
47,"Black, Tarik",1.684878455,503.1877494,536,492,0.00342455,1.022739328,1.089430894,0.50203252,0.472087869,0.994268579,11.88191057,12.13035962,4.233130081,2.331707317,1.284552846
375,"Raduljica, Miroslav",1.903275138,8.84771995,11,8,0.237909392,1.105964994,1.375,0.625,0.497252803,0.994268579,11,10.1125,5.0125,1.675,0.25
411,"Smith, Greg",1.921298738,155.7375824,168,163,0.011787109,0.955445291,1.030674847,0.490797546,0.452846002,0.994268579,11.44110429,11.8953446,3.946625767,2.98404908,2.214723926
6,"Aldemir, Furkan",1.962336007,199.659547,216,204,0.009619294,0.97872327,1.058823529,0.495098039,0.466395679,0.994268579,9.906862745,12.25267753,3.565196078,2.990196078,2.465686275
94,"Claver, Victor",1.982861656,17.00472053,21,18,0.110158981,0.944706696,1.166666667,0.555555556,0.454710719,0.994268579,12.15555556,12.53048548,3.466666667,2.061111111,1.277777778
67,"Budinger, Chase",2.030064685,440.3499044,469,432,0.004699224,1.019328482,1.085648148,0.474537037,0.441755674,0.994268579,15.68796296,12.27657365,4.712037037,2.365509259,1.685185185
439,"Thompson, Jason",2.270542387,723.036138,762,745,0.003047708,0.970518306,1.022818792,0.481879195,0.459020714,0.994268579,11.28536913,12.40010375,4.306040268,2.623758389,1.598657718
133,"Drew, Larry",2.286691121,71.70714048,79,71,0.032206917,1.009959725,1.112676056,0.492957746,0.441046082,0.994268579,15.36619718,12.72806242,4.098591549,2.616901408,2.070422535
470,"Whittington, Shayne",2.818477468,41.80325339,48,40,0.070461937,1.045081335,1.2,0.55,0.478157101,0.994268579,12.63,11.775,4.685,2.09,1.25
89,"Cherry, Will",2.846257871,27.02732049,31,26,0.109471457,1.039512327,1.192307692,0.461538462,0.418744956,0.994268579,17.83076923,11.65374913,3.330769231,3.226923077,2.730769231
194,"Hansbrough, Tyler",2.936243523,362.3188439,388,359,0.008178951,1.00924469,1.080779944,0.515320334,0.478248119,0.994268579,10.01866295,12.62332806,3.630083565,2.641504178,1.855153203
153,"Fields, Landry",2.984815101,80.43489774,88,82,0.036400184,0.980913387,1.073170732,0.475609756,0.42046541,0.994268579,16.16585366,12.16826192,4.4,3.097560976,2.207317073
65,"Brown, Shannon",3.332778156,21.61573613,25,21,0.158703722,1.029320768,1.19047619,0.476190476,0.413990702,0.994268579,19.42857143,12.84273701,4.938095238,1.776190476,1.285714286
471,"Wiggins, Andrew",3.536973669,1055.739705,1113,1036,0.003414067,1.019053769,1.074324324,0.471042471,0.445868537,0.994268579,15.03899614,12.46956294,4.454150579,2.625772201,1.920849421
474,"Williams, Derrick",3.660203352,486.593303,524,489,0.007485078,0.995078329,1.071574642,0.474437628,0.434309696,0.994268579,15.58486708,12.5714921,4.40204499,2.398159509,1.646216769
266,"Kuzmic, Ognjen",3.770363572,35.92153903,41,38,0.099220094,0.945303659,1.078947368,0.5,0.432719116,0.994268579,12.21315789,12.64332147,4.855263158,3.447368421,2.789473684
262,"Kirk, Alex",3.954253812,3.795583576,8,3,1.318084604,1.265194525,2.666666667,1,0.52106767,0.994268579,17.23333333,9.066666667,5.333333333,1.666666667,1
185,"Green, Gerald",4.122670432,435.6019773,465,434,0.009499241,1.003691192,1.071428571,0.460829493,0.432157766,0.994268579,16.47211982,12.3137842,4.532949309,2.755069124,2.023041475
218,"Hollins, Ryan",4.157693473,210.2920567,225,224,0.018561132,0.938803824,1.004464286,0.482142857,0.446742666,0.994268579,10.42321429,12.94121018,4.145535714,2.597321429,1.700892857
130,"Douglas-Roberts, Chris",4.249018094,19.6622875,25,17,0.249942241,1.156605147,1.470588235,0.705882353,0.526086393,0.994268579,12.68235294,15.2880869,5.482352941,1.935294118,1.058823529
479,"Williams, Reggie",4.36734924,34.97117143,41,35,0.124781407,0.999176326,1.171428571,0.485714286,0.415961582,0.994268579,16.81714286,12.34996396,4.434285714,2.271428571,1.8
33,"Barron, Earl",4.433154277,50.6211131,57,47,0.094322431,1.07704496,1.212765957,0.553191489,0.484932941,0.994268579,12.26382979,11.35635614,4.836170213,2.653191489,1.829787234
484,"Wright, Dorell",4.468136267,210.8236055,226,215,0.020782029,0.980574909,1.051162791,0.469767442,0.446372307,0.994268579,13.70418605,13.02809847,3.882790698,3.079069767,2.451162791
260,"Kilpatrick, Sean",4.525459371,15.47022926,21,15,0.301697291,1.031348617,1.4,0.6,0.430739198,0.994268579,16.65333333,11.28666667,4.346666667,2.16,1.4
21,"Ariza, Trevor",4.739481957,757.0037768,803,725,0.006537216,1.04414314,1.107586207,0.486896552,0.45344492,0.994268579,15.68937931,12.43864964,4.984413793,2.515448276,1.656551724
472,"Wilcox, CJ",4.814585695,31.39054294,38,29,0.166020196,1.082432515,1.310344828,0.586206897,0.47781284,0.994268579,15.23448276,14.15163715,4.803448276,2.606896552,2.068965517
380,"Rice Jr., Glen",4.909769122,11.68744594,18,12,0.409147427,0.973953828,1.5,0.583333333,0.413066353,0.994268579,15.9,13.01239489,3.225,2.566666667,1.333333333
343,"Nogueira, Lucas",5.270307457,10.79729542,17,9,0.585589717,1.199699491,1.888888889,0.888888889,0.556937661,0.994268579,12.33333333,14.28888889,5.033333333,1.266666667,0.666666667
43,"Bennett, Anthony",5.414339048,338.359023,362,320,0.01691981,1.057371947,1.13125,0.521875,0.480647555,0.994268579,12.469375,12.45716385,4.4490625,2.60125,1.746875
394,"Rush, Brandon",5.60450878,100.018528,115,99,0.0566112,1.010288162,1.161616162,0.525252525,0.461190795,0.994268579,13.53232323,13.88523887,3.783838384,3.005050505,2.292929293
273,"Ledo, Ricky",5.752289695,71.33404311,81,74,0.077733645,0.963973556,1.094594595,0.486486486,0.427500417,0.994268579,16.53513514,12.10062454,4.059459459,2.798648649,2.243243243
428,"Taylor, Jeff",5.815328528,140.7550429,155,146,0.039831017,0.964075636,1.061643836,0.465753425,0.416803009,0.994268579,16.05753425,11.30987103,3.752054795,2.773972603,2.212328767
445,"Turiaf, Ronny",6.173118861,4.343346644,11,5,1.234623772,0.868669329,2.2,1,0.402465854,0.994268579,11.78,15.38,3.02,4.1,4.2
96,"Collison, Darren",6.450931081,513.0875368,539,542,0.011902087,0.946655972,0.994464945,0.437269373,0.410892106,0.994268579,16.17509225,12.91425933,4.194095941,3.75498155,3.418819188
101,"Cotton, Bryce",6.602497917,46.10756871,55,44,0.150056771,1.047899289,1.25,0.568181818,0.465995886,0.994268579,15.08863636,13.92144757,4.35,3.211363636,2.795454545
142,"Ennis, James",6.89343213,316.2917925,345,305,0.022601417,1.037022271,1.131147541,0.495081967,0.460068668,0.994268579,14.32262295,12.70732329,4.015081967,2.18852459,1.540983607
257,"Karasev, Sergey",6.983601113,166.546321,184,167,0.041817971,0.997283359,1.101796407,0.45508982,0.41980204,0.994268579,17.66467066,11.96043372,4.708383234,2.320359281,1.293413174
90,"Christopher, Patrick",6.995455837,8.992239398,17,9,0.777272871,0.999137711,1.888888889,0.777777778,0.409363511,0.994268579,16.3,11.15555556,4.8,2.322222222,1.333333333
399,"Schroder, Dennis",7.199556181,396.2825515,428,411,0.017517168,0.964191123,1.04136253,0.445255474,0.407609453,0.994268579,17.24939173,11.84421472,4.215328467,2.932846715,2.399026764
213,"Hill, Jordan",7.344151465,872.3312435,925,864,0.008500175,1.009642643,1.070601852,0.520833333,0.486131674,0.994268579,9.119097222,12.78141035,3.657060185,2.661226852,1.725694444
154,"Fournier, Evan",7.457536463,379.7826977,408,388,0.019220455,0.978821386,1.051546392,0.463917526,0.428687736,0.994268579,15.70309278,12.14143633,4.107216495,2.686082474,2.139175258
289,"Mack, Shelvin",7.528807545,250.785816,279,265,0.028410595,0.94636157,1.052830189,0.449056604,0.401635738,0.994268579,17.70377358,11.85986672,4.198867925,2.708679245,2.139622642
291,"Marble, Devyn",7.714152078,59.566195,71,60,0.128569201,0.992769917,1.183333333,0.5,0.439759726,0.994268579,14.44166667,13.42329129,3.933333333,2.555,1.816666667
1,"Adams, Jordan",7.799258274,102.3239929,116,103,0.075720954,0.993436825,1.126213592,0.485436893,0.436498244,0.994268579,15.26601942,10.0601207,3.932038835,3.340776699,2.796116505
93,"Clarkson, Jordan",7.929318952,483.6333293,522,491,0.016149326,0.984996597,1.063136456,0.476578411,0.438463252,0.994268579,14.56232179,12.51581052,4.295112016,3.342158859,2.786150713
461,"Wallace, Gerald",7.999831949,96.24631716,111,94,0.085104595,1.023896991,1.180851064,0.521276596,0.446668045,0.994268579,14.81808511,11.88881637,4.240425532,2.239361702,1.670212766
396,"Salmons, John",8.187786177,62.84618239,73,58,0.141168727,1.083554869,1.25862069,0.551724138,0.467303306,0.994268579,15.12758621,13.79642124,5.086206897,2.531034483,1.810344828
219,"Hood, Rodney",8.444947844,336.3213321,366,348,0.024267092,0.966440609,1.051724138,0.456896552,0.424839017,0.994268579,15.76637931,11.98887516,4.001724138,2.731896552,2.140804598
294,"Martin, Cartier",9.168045885,63.71122055,77,60,0.152800765,1.061853676,1.283333333,0.55,0.454738338,0.994268579,15.78,13.02162462,3.97,1.631666667,0.833333333
307,"McGee, JaVale",9.238033566,121.6346277,138,121,0.076347385,1.005244857,1.140495868,0.537190083,0.480319351,0.994268579,9.431404959,12.11398704,4.372727273,2.743801653,1.776859504
160,"Frye, Channing",9.418478137,901.0835032,966,884,0.010654387,1.01932523,1.092760181,0.510180995,0.472541999,0.994268579,11.95938914,12.54330582,4.420701357,2.42081448,1.544117647
202,"Haslem, Udonis",9.517728398,373.2991341,411,369,0.025793302,1.01165077,1.113821138,0.528455285,0.478829285,0.994268579,11.68536585,12.04493176,3.954742547,2.620325203,1.742547425
305,"McDermott, Doug",9.701151193,79.46073536,96,82,0.118306722,0.969033358,1.170731707,0.524390244,0.424406374,0.994268579,15.61463415,12.04021314,4.056097561,2.215853659,1.353658537
475,"Williams, Elliot",10.49427916,36.02457067,48,35,0.299836547,1.029273448,1.371428571,0.571428571,0.43439581,0.994268579,16.74857143,11.91421364,4.977142857,4.805714286,4.342857143
473,"Williams, Deron",10.68862476,606.7951445,655,611,0.017493658,0.993118076,1.072013093,0.461538462,0.426726895,0.994268579,16.50376432,11.71107562,4.329459902,2.892144026,2.340425532
466,"Webster, Martell",11.01370708,101.0318033,119,99,0.111249566,1.020523265,1.202020202,0.484848485,0.417522753,0.994268579,18.92727273,11.92111019,5.132323232,2.407070707,1.878787879
274,"Lee, Courtney",11.40115744,687.7670227,731,686,0.016619763,1.002575835,1.065597668,0.450437318,0.426870775,0.994268579,16.89110787,12.50724935,4.260787172,2.59154519,2.011661808
234,"Jefferson, Al",11.43687787,783.5684731,842,814,0.014050219,0.962614832,1.034398034,0.508599509,0.472883433,0.994268579,9.982555283,12.72235252,3.898771499,2.75958231,1.896805897
200,"Harris, Joe",11.55617264,170.6347831,192,164,0.070464467,1.040455994,1.170731707,0.518292683,0.451855179,0.994268579,15.08841463,12.53775873,4.134146341,2.683536585,1.908536585
191,"Hairston, PJ",11.59345428,234.5632419,259,230,0.050406323,1.019840182,1.126086957,0.460869565,0.428404749,0.994268579,16.72304348,12.76080376,4.373478261,1.862608696,1.213043478
